"area_cont","area_ctry","area_name","area_code","alt_m","alt_sd","slope_m","slope_sd","ddefor_m","ddefor_sd","dedge_m","dedge_sd","driver_m","driver_sd","droad_m","droad_sd","dtown_m","dtown_sd"
"Asia","Brunei","Brunei","BRN",74.6009206444511,126.285366699927,4.02231562093465,4.80848661423661,957.69855,1336.65409298222,723.121,1184.38562150341,2645.63845,2237.31308066677,4486.3971,6526.28067675496,13290.27855,12589.1203916704
"Asia","Cambodia","Cambodia","KHM",261.846954086226,257.729093980549,5.54026207862359,6.12063037537823,415.1022,553.615709199833,297.82105,430.116098070961,8867.76625,7006.32068030608,12608.4171,9432.67640665878,17052.34555,8393.65047442765
"Asia","Fiji","Fiji","FJI",213.30810512589,213.866612256801,9.15593339351991,6.83236092392159,716.19545,1387.10963460219,492.3113,854.56956097736,6423.5859,30508.3563898959,4847.6168,8532.57297327922,5932.22405,4448.40451227031
"Asia","India","India – Andaman and N.","AN",59.2512843759444,59.7838251062381,5.07293240656795,4.45136579330933,736.2577,1437.87206068337,493.38035,1203.93908672744,7719.6776,11187.3082194073,7703.42565,10773.9544275662,14912.5713,12223.6783979453
"Asia","India","India – North-East","NE",1000.10862715679,985.122160751941,16.5007751937985,11.7515431552279,231.0614,857.841632029667,114.23375,185.787521812151,3574.37375,3140.46428644837,6915.2409,8695.36489647797,8342.8395,5608.73707116998
"Asia","India","India – West. Ghats","WG",441.70548801841,465.686983155173,8.88818850367702,8.61843498079534,135.51705,158.776593393447,75.9976,107.047598075121,2265.06665,2218.65920797716,1609.4517,2213.47845982556,3590.2927,3204.03208379792
"Asia","Indonesia","Indonesia","IDN",295.400346169623,476.710652990698,6.42616882272313,7.88950513491878,892.24089,1854.09559678212,610.64013,1109.17442199258,4669.98186,6016.73685285093,15788.41681,21886.1487002814,7160.66824,7388.84312874506
"Asia","Laos","Laos","LAO",695.1237,373.863957491553,12.9375,8.69992978068843,181.11195,252.260065357611,118.60265,191.101262025123,4077.80645,3143.42865824483,8438.5885,7349.9013949912,6699.3908,5798.05972094991
"Asia","Malaysia","Malaysia","MYS",261.297958177376,333.736257025994,7.75504852410516,7.45988002939019,501.279811785794,877.002912014172,313.049002912839,630.733399007891,4028.48312794085,3709.71319071367,9593.68303831503,13510.0535553231,13637.8455075062,12330.9498481488
"Asia","Myanmar","Myanmar","MMR",688.756594139266,640.54467473709,13.5729014212769,9.77744498386712,179.530364109233,279.090924714981,128.238426527958,223.905394419995,5230.80929778934,5161.9227001255,15711.6958062419,13593.9505370645,15935.0923602081,10967.9890224395
"Asia","New Caledonia","New Caledonia","NCL",252.447503523253,254.366894169341,12.0051842158244,9.5971570985043,472.7242,2854.36569058857,157.22905,306.786396994336,21691.2418,43503.6523716724,4747.0089,6617.77066233394,11242.533,8188.34702364036
"Asia","Papua New Guinea","Papua New Guinea","PNG",566.331885590553,780.363200377665,8.06764106050306,8.99900858900482,1058.96450202307,3278.64603934386,706.478173456309,1285.22289451531,5732.54018496645,7906.44140777297,34696.1637807544,42628.7417441864,18941.1997185293,16218.7468301244
"Asia","Philippines","Philippines","PHL",367.124931386541,400.267166024008,10.0275185713763,8.60174946766636,317.640309850921,569.714639949432,191.926739257527,387.05029595719,2108.02203303128,6795.87486912521,3572.90901783104,5290.13826802101,4399.56145863783,4564.71520794119
