"cont","year","fc","perc"
"Asia",2198,25984601,91.3790361009211
"Africa",2199,40593209,85.2786960800477
"America",2199,87903023,87.2670410175618
"Asia",2199,25880761,91.4134873088223
"Africa",2200,40413074,85.3440228218094
"America",2200,87143514,87.3770576769865
"Asia",2200,25776921,91.4479385167235
"Africa",2201,40232939,85.4093495635711
"America",2201,86424489,87.4812101340908
"Asia",2201,25673081,91.4823897246247
"Africa",2202,40052804,85.4746763053327
"America",2202,85705464,87.5853625911951
"Asia",2202,25569241,91.5168409325259
"Africa",2203,39872669,85.5400030470944
"America",2203,84986446,87.689514034333
"Asia",2203,25465401,91.551292140427
"Africa",2204,39692534,85.6053297888561
"America",2204,84267439,87.7936638840951
"Asia",2204,25361561,91.5857433483282
"Africa",2205,39512399,85.6706565306177
"America",2205,83548432,87.8978137338572
"Asia",2205,25257721,91.6201945562294
"Africa",2206,39332264,85.7359832723794
"America",2206,82829425,88.0019635836194
"Asia",2206,25153881,91.6546457641306
"Africa",2207,39152129,85.8013100141411
"America",2207,82110418,88.1061134333815
"Asia",2207,25050041,91.6890969720318
"Africa",2208,38971994,85.8666367559028
"America",2208,81391411,88.2102632831436
"Asia",2208,24946201,91.723548179933
"Africa",2209,38791859,85.9319634976644
"America",2209,80672404,88.3144131329057
"Asia",2209,24842361,91.7579993878341
"Africa",2210,38611724,85.9972902394261
"America",2210,79953397,88.4185629826678
"Asia",2210,24738521,91.7924505957353
"Africa",2211,38431589,86.0626169811878
"America",2211,79234390,88.52271283243
"Asia",2211,24634681,91.8269018036365
"Africa",2212,38251454,86.1279437229495
"America",2212,78515383,88.6268626821921
"Asia",2212,24530841,91.8613530115377
"Africa",2213,38071319,86.1932704647111
"America",2213,77796376,88.7310125319542
"Asia",2213,24427001,91.8958042194389
"Africa",2214,37891184,86.2585972064728
"America",2214,77148058,88.8249229143261
"Asia",2214,24323161,91.9302554273401
"Africa",2215,37711049,86.3239239482345
"America",2215,76760574,88.8810508802363
"Asia",2215,24219321,91.9647066352413
"Africa",2216,37530914,86.3892506899961
"America",2216,76373234,88.937157987409
"Asia",2216,24115481,91.9991578431425
"Africa",2217,37350779,86.4545774317578
"America",2217,75985894,88.9932650945816
"Asia",2217,24011641,92.0336090510436
"Africa",2218,37170644,86.5199041735195
"America",2218,75598554,89.0493722017542
"Asia",2218,23907801,92.0680602589448
"Africa",2219,36990509,86.5852309152812
"America",2219,75211214,89.1054793089268
"Asia",2219,23803961,92.102511466846
"Africa",2220,36810374,86.6505576570428
"America",2220,74823874,89.1615864160994
"Asia",2220,23700121,92.1369626747472
"Africa",2221,36630239,86.7158843988045
"America",2221,74436534,89.217693523272
"Asia",2221,23596281,92.1714138826484
"Africa",2222,36450104,86.7812111405662
"America",2222,74049194,89.2738006304446
"Asia",2222,23492441,92.2058650905496
"Africa",2223,36269969,86.8465378823279
"America",2223,73661854,89.3299077376172
"Asia",2223,23388601,92.2403162984508
"Africa",2224,36089834,86.9118646240895
"America",2224,73274514,89.3860148447899
"Asia",2224,23284761,92.2747675063519
"Africa",2225,35909699,86.9771913658512
"America",2225,72887174,89.4421219519625
"Asia",2225,23180921,92.3092187142531
"Africa",2226,35729564,87.0425181076129
"America",2226,72499834,89.4982290591351
"Asia",2226,23077081,92.3436699221543
"Africa",2227,35549429,87.1078448493745
"America",2227,72112494,89.5543361663077
"Asia",2227,22974221,92.3777959934632
"Africa",2228,35369294,87.1731715911362
"America",2228,71725154,89.6104432734803
"Asia",2228,22874505,92.4108789735005
"Africa",2229,35189159,87.2384983328979
"America",2229,71502184,89.6427410007645
"Asia",2229,22774789,92.4439619535378
"Africa",2230,35009024,87.3038250746596
"America",2230,71314017,89.6699974318983
"Asia",2230,22675073,92.4770449335751
"Africa",2231,34828889,87.3691518164212
"America",2231,71125850,89.697253863032
"Asia",2231,22575357,92.5101279136125
"Africa",2232,34648754,87.4344785581829
"America",2232,70937683,89.7245102941658
"Asia",2232,22475641,92.5432108936498
"Africa",2233,34468619,87.4998052999446
"America",2233,70749516,89.7517667252996
"Asia",2233,22375925,92.5762938736871
"Africa",2234,34288484,87.5651320417062
"America",2234,70561349,89.7790231564333
"Asia",2234,22276209,92.6093768537244
"Africa",2235,34108349,87.6304587834679
"America",2235,70373182,89.8062795875671
"Asia",2235,22176493,92.6424598337617
"Africa",2236,33928214,87.6957855252296
"America",2236,70185015,89.8335360187008
"Asia",2236,22076777,92.675542813799
"Africa",2237,33748079,87.7611122669913
"America",2237,69996848,89.8607924498346
"Asia",2237,21977061,92.7086257938363
"Africa",2238,33567944,87.8264390087529
"America",2238,69808681,89.8880488809683
"Asia",2238,21877345,92.7417087738737
"Africa",2239,33387809,87.8917657505146
"America",2239,69620514,89.9153053121021
"Asia",2239,21777629,92.774791753911
"Africa",2240,33207674,87.9570924922763
"America",2240,69432347,89.9425617432359
"Asia",2240,21677913,92.8078747339483
"Africa",2241,33027539,88.022419234038
"America",2241,69244180,89.9698181743696
"Asia",2241,21578197,92.8409577139856
"Africa",2242,32847404,88.0877459757996
"America",2242,69056013,89.9970746055034
"Asia",2242,21478481,92.8740406940229
"Africa",2243,32667269,88.1530727175613
"America",2243,68867846,90.0243310366371
"Asia",2243,21378765,92.9071236740602
"Africa",2244,32487134,88.218399459323
"America",2244,68679679,90.0515874677709
"Asia",2244,21279049,92.9402066540975
"Africa",2245,32306999,88.2837262010846
"America",2245,68491512,90.0788438989046
"Asia",2245,21179333,92.9732896341348
"Africa",2246,32126864,88.3490529428463
"America",2246,68303345,90.1061003300384
"Asia",2246,21079617,93.0063726141722
"Africa",2247,31946729,88.414379684608
"America",2247,68115178,90.1333567611722
"Asia",2247,20979901,93.0394555942095
"Africa",2248,31766594,88.4797064263697
"America",2248,67927011,90.1606131923059
"Asia",2248,20880185,93.0725385742468
"Africa",2249,31586459,88.5450331681313
"America",2249,67738844,90.1878696234397
"Asia",2249,20780469,93.1056215542841
"Africa",2250,31406324,88.610359909893
"America",2250,67550677,90.2151260545734
"Asia",2250,20680753,93.1387045343214
"Africa",2251,31226189,88.6756866516547
"America",2251,67362510,90.2423824857072
"Asia",2251,20581037,93.1717875143587
"Africa",2252,31046054,88.7410133934164
"America",2252,67174343,90.2696389168409
"Asia",2252,20481321,93.204870494396
"Africa",2253,30865919,88.806340135178
"America",2253,66986176,90.2968953479747
"Asia",2253,20381605,93.2379534744333
"Africa",2254,30685784,88.8716668769397
"America",2254,66798009,90.3241517791084
"Asia",2254,20281889,93.2710364544707
