"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"Africa","Mauritius","Mauritius","MUS",303456,535261,843055,1190209,1983730,2420158,2872557,3799838,4677176,5146152,5146152,5146152,5146152
"Africa","Mayotte","Mayotte","MYT",563712,976298,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900,1388900
"Africa","Nigeria","Nigeria","NGA",65778225,91964440,138262323,186024406,295652299,354425560,413037909,491186235,491186235,491186235,491186235,491186235,491186235
"Africa","Reunion","Reunion","REU",580071,607634,945375,1253666,1988445,2394981,2821660,3760643,4784928,5330279,5889097,7043370,8224263
"Africa","Rwanda","Rwanda","RWA",1925766,4678752,7617222,10642327,16018200,16018200,16018200,16018200,16018200,16018200,16018200,16018200,16018200
"Africa","Senegal","Senegal","SEN",497971,1046960,1603640,2172694,3227016,3343006,3343006,3343006,3343006,3343006,3343006,3343006,3343006
"Africa","Sierra Leone","Sierra Leone","SLE",61475070,87757760,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373,118963373
"Africa","South Sudan","South Sudan","SSD",2570300,2976612,5302357,7990637,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852,8073852
"Africa","Tanzania","Tanzania","TZA",8702347,12639189,19511706,26472181,40808221,48319068,56056492,71984322,88550593,97175398,103926692,112013251,112013251
"Africa","Togo","Togo","TGO",2405085,3854554,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038,4814038
"Africa","Uganda","Uganda","UGA",32249477,53538776,85783541,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912,94260912
"Africa","Zambia","Zambia","ZMB",3136683,4471141,6720990,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530,7783530
"Asia","Australia","Australia – Queensland","QLD",12061,0,1831,7622,18645,30479,84375,293964,535415,669866,807689,1025042,1127561
"Asia","Bangladesh","Bangladesh","BGD",2800901,4489152,6302280,7924540,10890392,12322698,13733469,16531147,19220650,20520268,21784250,24248366,26663757
"Asia","Bhutan","Bhutan","BTN",8050184,11898464,17803130,23701793,35425389,41296685,47180134,59007361,70850373,76792916,82757283,94733181,106739333
"Asia","Brunei","Brunei","BRN",599730,859975,1293140,1735102,2619100,3045138,3463503,4286917,5124982,5550362,5980129,6860177,7770052
"Asia","Cambodia","Cambodia","KHM",116798087,150998244,229156200,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505,295790505
"Asia","Fiji","Fiji","FJI",3075561,4251590,6489153,8737420,13073556,15133746,17269969,21780357,26572760,29073546,31635193,36933306,42462038
"Asia","India","India – Andaman and N.","AN",1730298,3046700,4639192,6205521,9361489,10975052,12610773,15942944,19357578,21089681,22838329,26377665,29963845
"Asia","India","India – North-East","NE",37183122,50092461,76736451,104021045,159925508,188340079,216928091,274552866,332478612,361455036,390408049,448102718,505109015
"Asia","India","India – West. Ghats","WG",36440394,54104295,87543345,122414781,195901502,232285309,232285309,232285309,232285309,232285309,232285309,232285309,232285309
"Asia","Indonesia","Indonesia","IDN",865418777,1056277222,1632073434,2253164833,3625355107,4367018901,5139220395,6753680341,8423007362,9268756871,10120078981,11825037734,13410055847
"Asia","Laos","Laos","LAO",144033892,180737745,273358586,366518175,554414909,649208014,744749326,928798932,928798932,928798932,928798932,928798932,928798932
"Asia","Malaysia","Malaysia","MYS",203743567,238159113,374070613,520887865,836703617,1004122712,1176655065,1531784592,1893438751,2075307834,2258311340,2414483834,2414483834
"Asia","Myanmar","Myanmar","MMR",173306464,235453703,359741283,485318269,739547361,868418110,998406902,1262180115,1532776534,1579091149,1579091149,1579091149,1579091149
"Asia","New Caledonia","New Caledonia","NCL",0,0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Papua New Guinea","Papua New Guinea","PNG",48241294,81319052,117977729,154472601,227412772,264074799,300976418,375836503,452155642,490916701,530036270,609369242,689906147
"Asia","Philippines","Philippines","PHL",67541878,104991306,161025985,218109304,335018718,395116074,456506536,583628473,717178384,786515026,857693596,1005070466,1108658587
"Asia","Singapore","Singapore","SGP",66133,94292,145548,199068,312320,372734,435130,565541,713013,802520,839045,839045,839045
"Asia","Solomon Isl.","Solomon Isl.","SLB",1518376,2075288,3314823,4585768,7161921,8503176,9848320,12558166,15319874,16716643,18116083,20902940,23672745
"Asia","Sri Lanka","Sri Lanka","LKA",9350814,12254899,19229769,26515491,41789693,49667612,57679827,74074713,90958863,99580138,108348451,126403102,126403102
"Asia","Thailand","Thailand","THA",48419886,70648112,107586395,144547403,218640968,255779718,292975365,367574541,442442136,480123424,517973556,600841401,600841401
"Asia","Timor-Leste","Timor-Leste","TLS",1302590,2138028,3231057,4330444,6546393,7661860,8838695,8838695,8838695,8838695,8838695,8838695,8838695
"Asia","Vanuatu","Vanuatu","VUT",9311,0,0,0,870,3473,6836,15312,30165,40727,53844,79774,111653
"Asia","Vietnam","Vietnam","VNM",94039174,120513435,183599497,248357755,382541935,451556392,521720489,665719731,777781205,777781205,777781205,777781205,777781205
