area_cont,area_ctry,area_name,area_code,proj,for2000,for2005,for2010,for2015,for2020,d_se,d_mean,d_min,d_max,andef,pdef,for2030,for2035,for2040,for2050,for2055,for2060,for2070,for2080,for2085,for2090,for2100,for2110,yrdis,id_cont,id_d
Africa,Nigeria,Nigeria,NGA,mean,7770147,7541976,7213732,6824527,6197360,17826,101634,66695,136573,101634,1.5,5181020,4672850,4164680,3148340,2640170,2132000,1115660,99320,0,0,0,0,2080,2,2
Africa,Nigeria,Nigeria,NGA,high,7770147,7541976,7213732,6824527,6197360,17826,101634,66695,136573,136573,2.1,4831630,4148765,3465900,2100170,1417305,734440,0,0,0,0,0,0,2065,2,3
Africa,Reunion,Reunion,REU,low,141822,141748,141653,138068,134435,124,722,480,964,480,0.3,129635,127235,124835,120035,117635,115235,110435,105635,103235,100835,96035,91235,2300,2,1
Africa,Reunion,Reunion,REU,mean,141822,141748,141653,138068,134435,124,722,480,964,722,0.5,127215,123605,119995,112775,109165,105555,98335,91115,87505,83895,76675,69455,2206,2,2
Africa,Reunion,Reunion,REU,high,141822,141748,141653,138068,134435,124,722,480,964,964,0.7,124795,119975,115155,105515,100695,95875,86235,76595,71775,66955,57315,47675,2159,2,3
Africa,Rwanda,Rwanda,RWA,low,283986,224118,194514,166894,160126,1091,3434,1296,5572,1296,0.7,147166,140686,134206,121246,114766,108286,95326,82366,75886,69406,56446,43486,2143,2,1
Africa,Rwanda,Rwanda,RWA,mean,283986,224118,194514,166894,160126,1091,3434,1296,5572,3434,1.9,125786,108616,91446,57106,39936,22766,0,0,0,0,0,0,2066,2,2
Africa,Rwanda,Rwanda,RWA,high,283986,224118,194514,166894,160126,1091,3434,1296,5572,5572,3.3,104406,76546,48686,0,0,0,0,0,0,0,0,0,2048,2,3
Africa,Senegal,Senegal,SEN,low,136279,131320,126391,121304,109027,865,1736,41,3431,41,0,108617,108412,108207,107797,107592,107387,106977,106567,106362,106157,105747,105337,4679,2,1
Africa,Senegal,Senegal,SEN,mean,136279,131320,126391,121304,109027,865,1736,41,3431,1736,1.5,91667,82987,74307,56947,48267,39587,22227,4867,0,0,0,0,2082,2,2
Africa,Senegal,Senegal,SEN,high,136279,131320,126391,121304,109027,865,1736,41,3431,3431,3.1,74717,57562,40407,6097,0,0,0,0,0,0,0,0,2051,2,3
Africa,Sierra Leone,Sierra Leone,SLE,low,3440270,2931311,2259942,1744174,1414345,13009,84563,59064,110062,59064,3,823705,528385,233065,0,0,0,0,0,0,0,0,0,2043,2,1
Africa,Sierra Leone,Sierra Leone,SLE,mean,3440270,2931311,2259942,1744174,1414345,13009,84563,59064,110062,84563,4.6,568715,145900,0,0,0,0,0,0,0,0,0,0,2036,2,2
Africa,Sierra Leone,Sierra Leone,SLE,high,3440270,2931311,2259942,1744174,1414345,13009,84563,59064,110062,110062,6.5,313725,0,0,0,0,0,0,0,0,0,0,0,2032,2,3
Africa,South Sudan,South Sudan,SSD,low,265213,226117,201434,179107,166518,635,3493,2248,4738,2248,1.2,144038,132798,121558,99078,87838,76598,54118,31638,20398,9158,0,0,2094,2,1
Africa,South Sudan,South Sudan,SSD,mean,265213,226117,201434,179107,166518,635,3493,2248,4738,3493,1.9,131588,114123,96658,61728,44263,26798,0,0,0,0,0,0,2067,2,2
Africa,South Sudan,South Sudan,SSD,high,265213,226117,201434,179107,166518,635,3493,2248,4738,4738,2.6,119138,95448,71758,24378,688,0,0,0,0,0,0,0,2055,2,3
Africa,Tanzania,Tanzania,TZA,low,1431023,1275732,1191090,1117808,1084184,2100,10689,6573,14804,6573,0.6,1018454,985589,952724,886994,854129,821264,755534,689804,656939,624074,558344,492614,2184,2,1
Africa,Tanzania,Tanzania,TZA,mean,1431023,1275732,1191090,1117808,1084184,2100,10689,6573,14804,10689,0.9,977294,923849,870404,763514,710069,656624,549734,442844,389399,335954,229064,122174,2121,2,2
Africa,Tanzania,Tanzania,TZA,high,1431023,1275732,1191090,1117808,1084184,2100,10689,6573,14804,14804,1.3,936144,862124,788104,640064,566044,492024,343984,195944,121924,47904,0,0,2093,2,3
Africa,Togo,Togo,TGO,low,159791,123892,103124,86273,66193,899,3693,1930,5456,1930,2.1,46893,37243,27593,8293,0,0,0,0,0,0,0,0,2054,2,1
Africa,Togo,Togo,TGO,mean,159791,123892,103124,86273,66193,899,3693,1930,5456,3693,4.3,29263,10798,0,0,0,0,0,0,0,0,0,0,2037,2,2
Africa,Togo,Togo,TGO,high,159791,123892,103124,86273,66193,899,3693,1930,5456,5456,7.3,11633,0,0,0,0,0,0,0,0,0,0,0,2032,2,3
Africa,Uganda,Uganda,UGA,low,1878962,1467712,1086505,838634,757680,6810,32878,19529,46226,19529,2,562390,464745,367100,171810,74165,0,0,0,0,0,0,0,2058,2,1
Africa,Uganda,Uganda,UGA,mean,1878962,1467712,1086505,838634,757680,6810,32878,19529,46226,32878,3.5,428900,264510,100120,0,0,0,0,0,0,0,0,0,2043,2,2
Africa,Uganda,Uganda,UGA,high,1878962,1467712,1086505,838634,757680,6810,32878,19529,46226,46226,5.4,295420,64290,0,0,0,0,0,0,0,0,0,0,2036,2,3
Africa,Zambia,Zambia,ZMB,low,177005,139211,113804,94446,80866,696,3294,1931,4658,1931,1.8,61556,51901,42246,22936,13281,3626,0,0,0,0,0,0,2061,2,1
Africa,Zambia,Zambia,ZMB,mean,177005,139211,113804,94446,80866,696,3294,1931,4658,3294,3.4,47926,31456,14986,0,0,0,0,0,0,0,0,0,2044,2,2
Africa,Zambia,Zambia,ZMB,high,177005,139211,113804,94446,80866,696,3294,1931,4658,4658,5.1,34286,10996,0,0,0,0,0,0,0,0,0,0,2037,2,3
Asia,Australia,Australia – Queensland,QLD,low,2054672,1937807,1875949,1817755,1764384,2439,11131,6349,15912,6349,0.3,1700894,1669149,1637404,1573914,1542169,1510424,1446934,1383444,1351699,1319954,1256464,1192974,2297,3,1
Asia,Australia,Australia – Queensland,QLD,mean,2054672,1937807,1875949,1817755,1764384,2439,11131,6349,15912,11131,0.6,1653074,1597419,1541764,1430454,1374799,1319144,1207834,1096524,1040869,985214,873904,762594,2178,3,2
Asia,Australia,Australia – Queensland,QLD,high,2054672,1937807,1875949,1817755,1764384,2439,11131,6349,15912,15912,0.9,1605264,1525704,1446144,1287024,1207464,1127904,968784,809664,730104,650544,491424,332304,2130,3,3
Asia,Bangladesh,Bangladesh,BGD,low,962588,881820,815821,785793,770887,807,4489,2907,6071,2907,0.4,741817,727282,712747,683677,669142,654607,625537,596467,581932,567397,538327,509257,2285,3,1
Asia,Bangladesh,Bangladesh,BGD,mean,962588,881820,815821,785793,770887,807,4489,2907,6071,4489,0.6,725997,703552,681107,636217,613772,591327,546437,501547,479102,456657,411767,366877,2191,3,2
Asia,Bangladesh,Bangladesh,BGD,high,962588,881820,815821,785793,770887,807,4489,2907,6071,6071,0.8,710177,679822,649467,588757,558402,528047,467337,406627,376272,345917,285207,224497,2146,3,3
Asia,Bhutan,Bhutan,BTN,low,1989664,1925813,1872066,1818263,1801761,1474,7022,4133,9912,4133,0.2,1760431,1739766,1719101,1677771,1657106,1636441,1595111,1553781,1533116,1512451,1471121,1429791,2455,3,1
Asia,Bhutan,Bhutan,BTN,mean,1989664,1925813,1872066,1818263,1801761,1474,7022,4133,9912,7022,0.4,1731541,1696431,1661321,1591101,1555991,1520881,1450661,1380441,1345331,1310221,1240001,1169781,2276,3,2
Asia,Bhutan,Bhutan,BTN,high,1989664,1925813,1872066,1818263,1801761,1474,7022,4133,9912,9912,0.5,1702641,1653081,1603521,1504401,1454841,1405281,1306161,1207041,1157481,1107921,1008801,909681,2201,3,3
Asia,Brunei,Brunei,BRN,low,511380,505446,500991,497038,494299,87,668,499,838,499,0.1,489309,486814,484319,479329,476834,474339,469349,464359,461864,459369,454379,449389,3010,3,1
Asia,Brunei,Brunei,BRN,mean,511380,505446,500991,497038,494299,87,668,499,838,668,0.1,487619,484279,480939,474259,470919,467579,460899,454219,450879,447539,440859,434179,2759,3,2
Asia,Brunei,Brunei,BRN,high,511380,505446,500991,497038,494299,87,668,499,838,838,0.2,485919,481729,477539,469159,464969,460779,452399,444019,439829,435639,427259,418879,2609,3,3
Asia,Cambodia,Cambodia,KHM,low,4804127,4349066,3863668,3203729,2753495,16323,111024,79030,143017,79030,2.3,1963195,1568045,1172895,382595,0,0,0,0,0,0,0,0,2054,3,1
Asia,Cambodia,Cambodia,KHM,mean,4804127,4349066,3863668,3203729,2753495,16323,111024,79030,143017,111024,3.3,1643255,1088135,533015,0,0,0,0,0,0,0,0,0,2044,3,2
Asia,Cambodia,Cambodia,KHM,high,4804127,4349066,3863668,3203729,2753495,16323,111024,79030,143017,143017,4.5,1323325,608240,0,0,0,0,0,0,0,0,0,0,2039,3,3
Asia,Fiji,Fiji,FJI,low,1004802,979416,957543,932471,924273,782,3300,1767,4832,1767,0.2,906603,897768,888933,871263,862428,853593,835923,818253,809418,800583,782913,765243,2543,3,1
Asia,Fiji,Fiji,FJI,mean,1004802,979416,957543,932471,924273,782,3300,1767,4832,3300,0.4,891273,874773,858273,825273,808773,792273,759273,726273,709773,693273,660273,627273,2300,3,2
Asia,Fiji,Fiji,FJI,high,1004802,979416,957543,932471,924273,782,3300,1767,4832,4832,0.5,875953,851793,827633,779313,755153,730993,682673,634353,610193,586033,537713,489393,2211,3,3
Asia,India,India – Andaman and N.,AN,low,612018,606000,590589,579242,571667,759,1875,388,3363,388,0.1,567787,565847,563907,560027,558087,556147,552267,548387,546447,544507,540627,536747,3493,3,1
Asia,India,India – Andaman and N.,AN,mean,612018,606000,590589,579242,571667,759,1875,388,3363,1875,0.3,552917,543542,534167,515417,506042,496667,477917,459167,449792,440417,421667,402917,2324,3,2
Asia,India,India – Andaman and N.,AN,high,612018,606000,590589,579242,571667,759,1875,388,3363,3363,0.6,538037,521222,504407,470777,453962,437147,403517,369887,353072,336257,302627,268997,2189,3,3
Asia,India,India – North-East,NE,low,7023487,6417531,5941225,5666785,5559858,6720,38134,24962,51305,24962,0.4,5310238,5185428,5060618,4810998,4686188,4561378,4311758,4062138,3937328,3812518,3562898,3313278,2242,3,1
Asia,India,India – North-East,NE,mean,7023487,6417531,5941225,5666785,5559858,6720,38134,24962,51305,38134,0.7,5178518,4987848,4797178,4415838,4225168,4034498,3653158,3271818,3081148,2890478,2509138,2127798,2165,3,2
Asia,India,India – North-East,NE,high,7023487,6417531,5941225,5666785,5559858,6720,38134,24962,51305,51305,0.9,5046808,4790283,4533758,4020708,3764183,3507658,2994608,2481558,2225033,1968508,1455458,942408,2128,3,3
Asia,India,India – West. Ghats,WG,low,3144031,2905603,2703914,2444157,2236493,9079,46740,28945,64536,28945,1.1,1947043,1802318,1657593,1368143,1223418,1078693,789243,499793,355068,210343,0,0,2097,3,1
Asia,India,India – West. Ghats,WG,mean,3144031,2905603,2703914,2444157,2236493,9079,46740,28945,64536,46740,1.9,1769093,1535393,1301693,834293,600593,366893,0,0,0,0,0,0,2067,3,2
Asia,India,India – West. Ghats,WG,high,3144031,2905603,2703914,2444157,2236493,9079,46740,28945,64536,64536,2.7,1591133,1268453,945773,300413,0,0,0,0,0,0,0,0,2054,3,3
Asia,Indonesia,Indonesia,IDN,low,139357957,132908237,126473252,120755315,117072449,149753,939867,646351,1233384,646351,0.5,110608939,107377184,104145429,97681919,94450164,91218409,84754899,78291389,75059634,71827879,65364369,58900859,2201,3,1
Asia,Indonesia,Indonesia,IDN,mean,139357957,132908237,126473252,120755315,117072449,149753,939867,646351,1233384,939867,0.8,107673779,102974444,98275109,88876439,84177104,79477769,70079099,60680429,55981094,51281759,41883089,32484419,2144,3,2
Asia,Indonesia,Indonesia,IDN,high,139357957,132908237,126473252,120755315,117072449,149753,939867,646351,1233384,1233384,1,104738609,98571689,92404769,80070929,73904009,67737089,55403249,43069409,36902489,30735569,18401729,6067889,2114,3,3
Asia,Laos,Laos,LAO,low,11607486,10565451,9689918,8949661,8307710,15123,138221,108579,167863,108579,1.2,7221920,6679025,6136130,5050340,4507445,3964550,2878760,1792970,1250075,707180,0,0,2096,3,1
Asia,Laos,Laos,LAO,mean,11607486,10565451,9689918,8949661,8307710,15123,138221,108579,167863,138221,1.5,6925500,6234395,5543290,4161080,3469975,2778870,1396660,14450,0,0,0,0,2080,3,2
Asia,Laos,Laos,LAO,high,11607486,10565451,9689918,8949661,8307710,15123,138221,108579,167863,167863,1.9,6629080,5789765,4950450,3271820,2432505,1593190,0,0,0,0,0,0,2069,3,3
Asia,Malaysia,Malaysia,MYS,low,25675843,23958033,22314895,20880307,20147119,28085,216762,161714,271809,161714,0.7,18529979,17721409,16912839,15295699,14487129,13678559,12061419,10444279,9635709,8827139,7209999,5592859,2144,3,1
Asia,Malaysia,Malaysia,MYS,mean,25675843,23958033,22314895,20880307,20147119,28085,216762,161714,271809,216762,1,17979499,16895689,15811879,13644259,12560449,11476639,9309019,7141399,6057589,4973779,2806159,638539,2112,3,2
Asia,Malaysia,Malaysia,MYS,high,25675843,23958033,22314895,20880307,20147119,28085,216762,161714,271809,271809,1.3,17429029,16069984,14710939,11992849,10633804,9274759,6556669,3838579,2479534,1120489,0,0,2094,3,3
Asia,Myanmar,Myanmar,MMR,low,18278559,16672178,15380127,14303418,13727738,29178,165195,108006,222384,108006,0.7,12647678,12107648,11567618,10487558,9947528,9407498,8327438,7247378,6707348,6167318,5087258,4007198,2147,3,1
Asia,Myanmar,Myanmar,MMR,mean,18278559,16672178,15380127,14303418,13727738,29178,165195,108006,222384,165195,1.1,12075788,11249813,10423838,8771888,7945913,7119938,5467988,3816038,2990063,2164088,512138,0,2103,3,2
Asia,Myanmar,Myanmar,MMR,high,18278559,16672178,15380127,14303418,13727738,29178,165195,108006,222384,222384,1.5,11503898,10391978,9280058,7056218,5944298,4832378,2608538,384698,0,0,0,0,2081,3,3
Asia,New Caledonia,New Caledonia,NCL,low,904606,891061,879083,866439,854670,477,2425,1490,3359,1490,0.2,839770,832320,824870,809970,802520,795070,780170,765270,757820,750370,735470,720570,2593,3,1
Asia,New Caledonia,New Caledonia,NCL,mean,904606,891061,879083,866439,854670,477,2425,1490,3359,2425,0.3,830420,818295,806170,781920,769795,757670,733420,709170,697045,684920,660670,636420,2372,3,2
Asia,New Caledonia,New Caledonia,NCL,high,904606,891061,879083,866439,854670,477,2425,1490,3359,3359,0.4,821080,804285,787490,753900,737105,720310,686720,653130,636335,619540,585950,552360,2274,3,3
Asia,Papua New Guinea,Papua New Guinea,PNG,low,40366239,39968276,39791231,39540733,39303989,9809,48691,29465,67917,29465,0.1,39009339,38862014,38714689,38420039,38272714,38125389,37830739,37536089,37388764,37241439,36946789,36652139,3353,3,1
Asia,Papua New Guinea,Papua New Guinea,PNG,mean,40366239,39968276,39791231,39540733,39303989,9809,48691,29465,67917,48691,0.1,38817079,38573624,38330169,37843259,37599804,37356349,36869439,36382529,36139074,35895619,35408709,34921799,2827,3,2
Asia,Papua New Guinea,Papua New Guinea,PNG,high,40366239,39968276,39791231,39540733,39303989,9809,48691,29465,67917,67917,0.2,38624819,38285234,37945649,37266479,36926894,36587309,35908139,35228969,34889384,34549799,33870629,33191459,2598,3,3
Asia,Philippines,Philippines,PHL,low,14755966,14123123,13684111,13198416,12752887,22009,93052,49915,136189,49915,0.4,12253737,12004162,11754587,11255437,11005862,10756287,10257137,9757987,9508412,9258837,8759687,8260537,2275,3,1
Asia,Philippines,Philippines,PHL,mean,14755966,14123123,13684111,13198416,12752887,22009,93052,49915,136189,93052,0.7,11822367,11357107,10891847,9961327,9496067,9030807,8100287,7169767,6704507,6239247,5308727,4378207,2157,3,2
Asia,Philippines,Philippines,PHL,high,14755966,14123123,13684111,13198416,12752887,22009,93052,49915,136189,136189,1,11390997,10710052,10029107,8667217,7986272,7305327,5943437,4581547,3900602,3219657,1857767,495877,2113,3,3
Asia,Singapore,Singapore,SGP,low,16645,15711,15219,14433,13737,29,147,90,204,90,0.6,12837,12387,11937,11037,10587,10137,9237,8337,7887,7437,6537,5637,2172,3,1
Asia,Singapore,Singapore,SGP,mean,16645,15711,15219,14433,13737,29,147,90,204,147,1,12267,11532,10797,9327,8592,7857,6387,4917,4182,3447,1977,507,2113,3,2
Asia,Singapore,Singapore,SGP,high,16645,15711,15219,14433,13737,29,147,90,204,204,1.4,11697,10677,9657,7617,6597,5577,3537,1497,477,0,0,0,2087,3,3
Asia,Solomon Isl.,Solomon Isl.,SLB,low,2761868,2759882,2757047,2750546,2739427,350,1751,1065,2437,1065,0,2728777,2723452,2718127,2707477,2702152,2696827,2686177,2675527,2670202,2664877,2654227,2643577,4592,3,1
Asia,Solomon Isl.,Solomon Isl.,SLB,mean,2761868,2759882,2757047,2750546,2739427,350,1751,1065,2437,1751,0.1,2721917,2713162,2704407,2686897,2678142,2669387,2651877,2634367,2625612,2616857,2599347,2581837,3584,3,2
Asia,Solomon Isl.,Solomon Isl.,SLB,high,2761868,2759882,2757047,2750546,2739427,350,1751,1065,2437,2437,0.1,2715057,2702872,2690687,2666317,2654132,2641947,2617577,2593207,2581022,2568837,2544467,2520097,3144,3,3
Asia,Sri Lanka,Sri Lanka,LKA,low,2088270,1860158,1734951,1639017,1594309,3021,14060,8139,19981,8139,0.5,1512919,1472224,1431529,1350139,1309444,1268749,1187359,1105969,1065274,1024579,943189,861799,2215,3,1
Asia,Sri Lanka,Sri Lanka,LKA,mean,2088270,1860158,1734951,1639017,1594309,3021,14060,8139,19981,14060,0.8,1453709,1383409,1313109,1172509,1102209,1031909,891309,750709,680409,610109,469509,328909,2133,3,2
Asia,Sri Lanka,Sri Lanka,LKA,high,2088270,1860158,1734951,1639017,1594309,3021,14060,8139,19981,19981,1.2,1394499,1294594,1194689,994879,894974,795069,595259,395449,295544,195639,0,0,2099,3,3
Asia,Thailand,Thailand,THA,low,7188374,6732213,6341227,6061387,5815115,9947,52603,33106,72100,33106,0.5,5484055,5318525,5152995,4821935,4656405,4490875,4159815,3828755,3663225,3497695,3166635,2835575,2195,3,1
Asia,Thailand,Thailand,THA,mean,7188374,6732213,6341227,6061387,5815115,9947,52603,33106,72100,52603,0.9,5289085,5026070,4763055,4237025,3974010,3710995,3184965,2658935,2395920,2132905,1606875,1080845,2130,3,2
Asia,Thailand,Thailand,THA,high,7188374,6732213,6341227,6061387,5815115,9947,52603,33106,72100,72100,1.2,5094115,4733615,4373115,3652115,3291615,2931115,2210115,1489115,1128615,768115,47115,0,2100,3,3
Asia,Timor-Leste,Timor-Leste,TLS,low,130695,103425,89349,81102,77607,383,1173,422,1925,422,0.5,73387,71277,69167,64947,62837,60727,56507,52287,50177,48067,43847,39627,2203,3,1
Asia,Timor-Leste,Timor-Leste,TLS,mean,130695,103425,89349,81102,77607,383,1173,422,1925,1173,1.4,65877,60012,54147,42417,36552,30687,18957,7227,1362,0,0,0,2086,3,2
Asia,Timor-Leste,Timor-Leste,TLS,high,130695,103425,89349,81102,77607,383,1173,422,1925,1925,2.4,58357,48732,39107,19857,10232,607,0,0,0,0,0,0,2060,3,3
Asia,Vanuatu,Vanuatu,VUT,low,1158362,1157933,1157826,1156616,1152161,157,564,256,873,256,0,1149601,1148321,1147041,1144481,1143201,1141921,1139361,1136801,1135521,1134241,1131681,1129121,6520,3,1
Asia,Vanuatu,Vanuatu,VUT,mean,1158362,1157933,1157826,1156616,1152161,157,564,256,873,564,0,1146521,1143701,1140881,1135241,1132421,1129601,1123961,1118321,1115501,1112681,1107041,1101401,4062,3,2
Asia,Vanuatu,Vanuatu,VUT,high,1158362,1157933,1157826,1156616,1152161,157,564,256,873,873,0.1,1143431,1139066,1134701,1125971,1121606,1117241,1108511,1099781,1095416,1091051,1082321,1073591,3339,3,3
Asia,Vietnam,Vietnam,VNM,low,10691887,9556631,8628085,8001030,7599018,14895,102909,73716,132102,73716,0.9,6861858,6493278,6124698,5387538,5018958,4650378,3913218,3176058,2807478,2438898,1701738,964578,2123,3,1
Asia,Vietnam,Vietnam,VNM,mean,10691887,9556631,8628085,8001030,7599018,14895,102909,73716,132102,102909,1.3,6569928,6055383,5540838,4511748,3997203,3482658,2453568,1424478,909933,395388,0,0,2093,3,2
Asia,Vietnam,Vietnam,VNM,high,10691887,9556631,8628085,8001030,7599018,14895,102909,73716,132102,132102,1.6,6277998,5617488,4956978,3635958,2975448,2314938,993918,0,0,0,0,0,2077,3,3
