"area_cont","area_ctry","area_name","area_code","for2000","for2005","for2010","for2015","for2020","d_se","d_mean","d_min","d_max","andef","pdef","for2030","for2035","for2040","for2050","for2055","for2060","for2070","for2080","for2085","for2090","for2100","yrdis"
"Asia","Bangladesh","Bangladesh","BGD",982346,901540,831470,797984,781964,931,5948,4124,7772,5948,0.7,722484,692744,663004,603524,573784,544044,484564,425084,395344,365604,306124,2151
"Asia","Bhutan","Bhutan","BTN",2019326,1952777,1886291,1824727,1795038,1253,10769,8313,13225,10769,0.6,1687348,1633503,1579658,1471968,1418123,1364278,1256588,1148898,1095053,1041208,933518,2186
"Asia","Brunei","Brunei","BRN",515193,507557,502251,497818,494430,111,901,684,1119,901,0.2,485420,480915,476410,467400,462895,458390,449380,440370,435865,431360,422350,2568
"Asia","Cambodia","Cambodia","KHM",4829395,4371680,3882966,3218407,2792304,16575,110144,77657,142632,110144,3.3,1690864,1140144,589424,0,0,0,0,0,0,0,0,2045
"Asia","Fiji","Fiji","FJI",1006437,988762,964772,936652,924361,716,4465,3062,5868,4465,0.5,879711,857386,835061,790411,768086,745761,701111,656461,634136,611811,567161,2227
"Asia","India","India – Andaman and N.","AN",612986,607541,592206,581136,573667,655,1960,675,3245,1960,0.3,554067,544267,534467,514867,505067,495267,475667,456067,446267,436467,416867,2312
"Asia","India","India – North-East","NE",7278123,6641155,6052815,5706312,5537158,9788,65405,46221,84590,65405,1.1,4883108,4556083,4229058,3575008,3247983,2920958,2266908,1612858,1285833,958808,304758,2104
"Asia","India","India – West. Ghats","WG",3160881,2930478,2722878,2460868,2200503,8617,54283,37393,71172,54283,2.2,1657673,1386258,1114843,572013,300598,29183,0,0,0,0,0,2060
"Asia","Indonesia","Indonesia","IDN",141262276,134714466,127698863,121333151,116317384,144536,1215487,932196,1498778,1215487,1,104162514,98085079,92007644,79852774,73775339,67697904,55543034,43388164,37310729,31233294,19078424,2115
"Asia","Laos","Laos","LAO",11937411,10843570,9861627,9039429,8253784,12884,163531,138277,188784,163531,1.8,6618474,5800819,4983164,3347854,2530199,1712544,77234,0,0,0,0,2070
"Asia","Malaysia","Malaysia","MYS",25988668,24250566,22531945,20991138,20114506,25445,269268,219396,319140,269268,1.3,17421826,16075486,14729146,12036466,10690126,9343786,6651106,3958426,2612086,1265746,0,2094
"Asia","Myanmar","Myanmar","MMR",18734733,17092800,15639449,14431336,13647894,22150,219704,176290,263119,219704,1.5,11450854,10352334,9253814,7056774,5958254,4859734,2662694,465654,0,0,0,2082
"Asia","New Caledonia","New Caledonia","NCL",905048,896387,882999,868974,852688,449,3244,2363,4124,3244,0.4,820248,804028,787808,755368,739148,722928,690488,658048,641828,625608,593168,2282
"Asia","Papua New Guinea","Papua New Guinea","PNG",40631911,40122267,39910047,39631637,39233011,13771,67644,40653,94635,67644,0.2,38556571,38218351,37880131,37203691,36865471,36527251,35850811,35174371,34836151,34497931,33821491,2599
"Asia","Philippines","Philippines","PHL",14960325,14316496,13822210,13271615,12707264,24655,104904,56580,153228,104904,0.8,11658224,11133704,10609184,9560144,9035624,8511104,7462064,6413024,5888504,5363984,4314944,2141
"Asia","Singapore","Singapore","SGP",16809,15833,15303,14468,13571,34,173,106,240,173,1.2,11841,10976,10111,8381,7516,6651,4921,3191,2326,1461,0,2098
