"cont","year","fc","perc"
"America",2147,255023883,62.896918868666
"Asia",2147,35963810,87.8946220406303
"Africa",2148,55212901,79.922099949997
"America",2148,252543408,63.257799834349
"Asia",2148,35870279,87.9261044699368
"Africa",2149,54080041,80.3340589204312
"America",2149,250062933,63.6186808000319
"Asia",2149,35776748,87.9575868992433
"Africa",2150,52947181,80.7460178908654
"America",2150,247582458,63.9795617657148
"Asia",2150,35683217,87.9890693285498
"Africa",2151,51814321,81.1579768612996
"America",2151,245101983,64.3404427313977
"Asia",2151,35589686,88.0205517578563
"Africa",2152,51471299,81.2827151254773
"America",2152,242621508,64.7013236970806
"Asia",2152,35496155,88.0520341871628
"Africa",2153,51240505,81.3666422291109
"America",2153,240141033,65.0622046627635
"Asia",2153,35402624,88.0835166164693
"Africa",2154,51009711,81.4505693327445
"America",2154,237660558,65.4230856284464
"Asia",2154,35309093,88.1149990457758
"Africa",2155,50778917,81.5344964363782
"America",2155,235180083,65.7839665941293
"Asia",2155,35215562,88.1464814750824
"Africa",2156,50548123,81.6184235400118
"America",2156,232699608,66.1448475598122
"Asia",2156,35122031,88.1779639043889
"Africa",2157,50317329,81.7023506436454
"America",2157,230219133,66.5057285254951
"Asia",2157,35028500,88.2094463336954
"Africa",2158,50086535,81.7862777472791
"America",2158,227738658,66.8666094911781
"Asia",2158,34934969,88.2409287630019
"Africa",2159,49855741,81.8702048509127
"America",2159,225258183,67.227490456861
"Asia",2159,34841438,88.2724111923084
"Africa",2160,49625472,81.953941040877
"America",2160,222777708,67.5883714225439
"Asia",2160,34747907,88.3038936216149
"Africa",2161,49395642,82.0375175906491
"America",2161,220297233,67.9492523882268
"Asia",2161,34654376,88.3353760509214
"Africa",2162,49165812,82.1210941404213
"America",2162,217816758,68.3101333539097
"Asia",2162,34560845,88.3668584802279
"Africa",2163,48935982,82.2046706901935
"America",2163,215336283,68.6710143195926
"Asia",2163,34467314,88.3983409095345
"Africa",2164,48706152,82.2882472399656
"America",2164,212855808,69.0318952852755
"Asia",2164,34373783,88.429823338841
"Africa",2165,48476322,82.3718237897378
"America",2165,210375333,69.3927762509584
"Asia",2165,34280252,88.4613057681475
"Africa",2166,48299476,82.4361329683525
"America",2166,207894858,69.7536572166413
"Asia",2166,34186721,88.492788197454
"Africa",2167,48130651,82.4975253497443
"America",2167,205414720,70.1144891526483
"Asia",2167,34093190,88.5242706267605
"Africa",2168,47961826,82.5589177311361
"America",2168,202934747,70.4752970830276
"Asia",2168,33999659,88.555753056067
"Africa",2169,47793001,82.620310112528
"America",2169,200454774,70.8361050134069
"Asia",2169,33906128,88.5872354853735
"Africa",2170,47624176,82.6817024939198
"America",2170,197974801,71.1969129437861
"Asia",2170,33812597,88.61871791468
"Africa",2171,47455351,82.7430948753116
"America",2171,195494828,71.5577208741654
"Asia",2171,33719066,88.6502003439865
"Africa",2172,47286526,82.8044872567035
"America",2172,193014855,71.9185288045447
"Asia",2172,33625535,88.6816827732931
"Africa",2173,47117701,82.8658796380953
"America",2173,190534882,72.279336734924
"Asia",2173,33532004,88.7131652025996
"Africa",2174,46948876,82.9272720194872
"America",2174,188054909,72.6401446653033
"Asia",2174,33438473,88.7446476319061
"Africa",2175,46780051,82.988664400879
"America",2175,185574987,73.0009451757613
"Asia",2175,33344942,88.7761300612126
"Africa",2176,46611226,83.0500567822708
"America",2176,183095070,73.361744958776
"Asia",2176,33251411,88.8076124905191
"Africa",2177,46442401,83.1114491636627
"America",2177,180615153,73.7225447417907
"Asia",2177,33157880,88.8390949198256
"Africa",2178,46273576,83.1728415450545
"America",2178,178135236,74.0833445248055
"Asia",2178,33064349,88.8705773491321
"Africa",2179,46104751,83.2342339264464
"America",2179,175655319,74.4441443078202
"Asia",2179,32970818,88.9020597784386
"Africa",2180,45935926,83.2956263078382
"America",2180,173175402,74.8049440908349
"Asia",2180,32877287,88.9335422077451
"Africa",2181,45767101,83.35701868923
"America",2181,170695485,75.1657438738496
"Asia",2181,32783756,88.9650246370517
"Africa",2182,45598276,83.4184110706219
"America",2182,168215568,75.5265436568644
"Asia",2182,32690225,88.9965070663582
"Africa",2183,45429451,83.4798034520137
"America",2183,165735651,75.8873434398791
"Asia",2183,32596694,89.0279894956647
"Africa",2184,45260626,83.5411958334055
"America",2184,163261312,76.2473316871894
"Asia",2184,32503163,89.0594719249712
"Africa",2185,45091801,83.6025882147974
"America",2185,160805891,76.6045675801688
"Asia",2185,32409632,89.0909543542777
"Africa",2186,44922976,83.6639805961892
"America",2186,158350470,76.9618034731482
"Asia",2186,32316101,89.1224367835842
"Africa",2187,44754151,83.725372977581
"America",2187,155895049,77.3190393661276
"Asia",2187,32222570,89.1539192128907
"Africa",2188,44585326,83.7867653589729
"America",2188,153439628,77.676275259107
"Asia",2188,32129039,89.1854016421972
"Africa",2189,44416501,83.8481577403647
"America",2189,150984207,78.0335111520864
"Asia",2189,32035508,89.2168840715038
"Africa",2190,44247676,83.9095501217566
"America",2190,148528786,78.3907470450658
"Asia",2190,31942020,89.2483520270587
"Africa",2191,44078851,83.9709425031484
"America",2191,146073365,78.7479829380452
"Asia",2191,31851852,89.2787024743511
"Africa",2192,43910026,84.0323348845402
"America",2192,143617944,79.1052188310246
"Asia",2192,31761684,89.3090529216436
"Africa",2193,43741201,84.0937272659321
