"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100","C2110"
"Africa","Zambia","Zambia","ZMB",2700465,3741380,5476314,6203435,6203435,6203435,6203435,6203435,6203435,6203435,6203435,6203435,6203435
"Asia","Australia","Australia – Queensland","QLD",5980428,9129891,13372570,17173883,24709158,28774899,33148897,43064204,54600915,60959620,67682415,82054909,97347992
"Asia","Bangladesh","Bangladesh","BGD",1083965,1792650,2617897,3352402,4723018,5391196,6052298,7352631,8596252,9186030,9752445,10841122,11893746
"Asia","Bhutan","Bhutan","BTN",3219741,4862967,7161332,9466418,14072216,16387536,18697111,23333178,27978030,30300718,32632182,37306303,41984016
"Asia","Brunei","Brunei","BRN",281585,485649,737649,1007532,1576447,1859256,2139135,2707721,3299958,3601256,3909063,4541157,5201030
"Asia","Cambodia","Cambodia","KHM",59205270,87441274,131679089,170714098,170714098,170714098,170714098,170714098,170714098,170714098,170714098,170714098,170714098
"Asia","Fiji","Fiji","FJI",915156,1092877,1783754,2527403,4050538,4831240,5656159,7403228,9214689,10152389,11127359,13183408,15382488
"Asia","India","India – Andaman and N.","AN",599191,919072,1476809,2025200,3188557,3799548,4413320,5656717,6938406,7597642,8267390,9634353,11038998
"Asia","India","India – North-East","NE",10363773,12637210,20261435,28398988,45545550,54384334,63347667,81553765,99940288,109136152,118312132,136477758,154107988
"Asia","India","India – West. Ghats","WG",6378178,9234551,16359718,24034114,40145015,48216504,48216504,48216504,48216504,48216504,48216504,48216504,48216504
"Asia","Indonesia","Indonesia","IDN",528972221,759595001,1194024897,1669824497,2741426614,3338030069,3973057709,5330616265,6768416076,7511504069,8270632963,9813691352,11262588665
"Asia","Laos","Laos","LAO",56470352,77978822,116259258,154282489,229878675,268012281,307134022,389729337,389729337,389729337,389729337,389729337,389729337
"Asia","Malaysia","Malaysia","MYS",106148403,161451435,263331980,375333013,613862745,739137004,868420756,1135560182,1411055987,1550202474,1687009557,1798756939,1798756939
"Asia","Myanmar","Myanmar","MMR",56873591,77590046,117343673,157529669,239288963,280796879,322702153,407908056,496519286,513395370,513395370,513395370,513395370
"Asia","New Caledonia","New Caledonia","NCL",669959,879122,1365241,1873034,2896095,3425454,3974420,5107955,6269433,6867570,7475106,8717631,10001808
"Asia","Papua New Guinea","Papua New Guinea","PNG",33507117,70276142,100609876,131379487,194492555,226949028,259998865,328396881,399881999,436715027,474111960,550434996,628478045
"Asia","Philippines","Philippines","PHL",37108017,65160607,103245708,141296660,216810332,254923638,293856236,375210249,461955114,507351392,554077951,651378363,720922202
"Asia","Singapore","Singapore","SGP",37256,62553,99264,138801,224235,269349,315821,411885,510236,570449,592543,592543,592543
"Asia","Solomon Isl.","Solomon Isl.","SLB",847038,1087312,1781838,2584021,4234013,5102151,5978069,7735774,9524101,10428259,11332070,13148408,14966056
"Asia","Sri Lanka","Sri Lanka","LKA",2348737,3153390,5182879,7320720,11786110,14100078,16483930,21486270,26903043,29801133,32836696,39330911,39330911
"Asia","Thailand","Thailand","THA",16247769,22671197,35698165,49394511,77936724,92627648,107587366,138318093,170051243,186353360,203007021,242752485,242752485
"Asia","Timor-Leste","Timor-Leste","TLS",918476,1645942,2397567,3148438,4643882,5386778,6123119,6123119,6123119,6123119,6123119,6123119,6123119
"Asia","Vanuatu","Vanuatu","VUT",230465,309216,509179,715523,1129426,1328163,1523042,1900629,2264010,2441802,2617075,2965219,3315550
"Asia","Vietnam","Vietnam","VNM",36008366,54066465,78481106,103206153,153927245,180201344,207665729,269544247,328684037,328684037,328684037,328684037,328684037
