"cont","iso3","mod","D","AUC","OA","EA","FOM","Sen","Spe","TSS","K","nfor","ndefor"
"Africa","GNB","icar",21,79,71,50,54,70,71,41,41,9984,9985
"Africa","GNB","glm",11,73,67,50,50,67,67,34,34,9984,9985
"Africa","GNB","rf",84,86,78,50,63,78,78,55,55,9984,9985
"Africa","GNQ","icar",26,83,76,50,61,76,76,52,52,9997,9995
"Africa","GNQ","glm",20,81,74,50,59,74,74,48,48,9997,9995
"Africa","GNQ","rf",82,85,78,50,64,78,78,57,57,9997,9995
"Africa","KEN","icar",41,88,81,50,68,81,81,62,62,9994,9999
"Africa","KEN","glm",24,81,73,50,57,73,73,45,45,9994,9999
"Africa","KEN","rf",83,86,78,50,64,78,78,57,57,9994,9999
"Africa","LBR","icar",34,85,78,50,64,78,78,56,56,10000,9999
"Africa","LBR","glm",25,82,75,50,60,75,75,50,50,10000,9999
"Africa","LBR","rf",81,82,74,50,59,74,75,49,49,10000,9999
"Africa","MDG","icar",27,80,72,50,56,72,72,45,45,9997,9999
"Africa","MDG","glm",17,75,69,50,53,69,69,38,38,9997,9999
"Africa","MDG","rf",78,76,69,50,52,69,69,38,38,9997,9999
"Africa","MUS","icar",16,75,71,53,44,61,77,38,38,9992,5862
"Africa","MUS","glm",14,75,71,53,44,61,77,38,38,9992,5862
"Africa","MUS","rf",84,87,81,53,59,74,85,59,59,9992,5862
"Africa","MWI","icar",35,87,79,50,65,79,79,58,58,10000,10000
"Africa","MWI","glm",15,76,70,50,54,70,70,40,40,10000,10000
"Africa","MWI","rf",85,89,82,50,69,82,82,63,63,10000,10000
"Africa","MYT","icar",5,64,60,50,43,60,61,21,21,9992,9999
"Africa","MYT","glm",5,63,60,50,43,60,60,20,20,9992,9999
"Africa","MYT","rf",77,73,66,50,49,66,67,33,33,9992,9999
"Africa","NGA","icar",41,89,80,50,66,80,80,60,60,9999,9997
"Africa","NGA","glm",21,80,72,50,56,72,72,44,44,9999,9997
"Africa","NGA","rf",82,85,77,50,62,77,77,54,54,9999,9997
"Africa","REU","icar",21,80,72,50,56,72,72,44,44,10000,9995
"Africa","REU","glm",17,77,70,50,54,70,71,41,41,10000,9995
"Africa","REU","rf",83,85,77,50,62,77,77,53,53,10000,9995
"Africa","RWA","icar",43,90,83,50,71,83,83,67,67,10000,10000
"Africa","RWA","glm",29,85,78,50,64,78,78,56,56,10000,10000
"Africa","RWA","rf",86,91,84,50,72,84,84,68,68,10000,10000
"Africa","SLE","icar",20,76,68,50,52,68,68,36,36,10000,9999
"Africa","SLE","glm",15,73,66,50,49,65,66,31,31,10000,9999
"Africa","SLE","rf",77,73,66,50,49,66,66,32,32,10000,9999
"Africa","SSD","icar",45,90,83,50,71,83,83,66,66,7549,7251
"Africa","SSD","glm",26,84,78,50,63,77,78,56,56,7549,7251
"Africa","SSD","rf",88,92,86,50,74,85,86,71,71,7549,7251
"Africa","TGO","icar",35,88,92,86,33,49,96,45,45,9985,820
"Africa","TGO","glm",26,85,91,86,25,41,95,36,36,9985,820
"Africa","TGO","rf",87,90,93,86,35,52,96,48,48,9985,820
"Africa","TZA","icar",41,88,81,50,68,81,81,62,62,9999,9999
"Africa","TZA","glm",24,82,75,50,60,75,75,50,50,9999,9999
"Africa","TZA","rf",83,87,80,50,66,79,80,59,59,9999,9999
"Africa","UGA","icar",41,87,80,50,66,80,80,60,60,10000,10000
"Africa","UGA","glm",26,81,74,50,59,74,75,49,49,10000,10000
"Africa","UGA","rf",82,84,76,50,62,76,76,53,53,10000,10000
"Africa","ZMB","icar",77,98,93,50,87,93,93,86,86,10000,10000
"Africa","ZMB","glm",42,91,84,50,72,84,84,68,68,10000,10000
"Africa","ZMB","rf",94,98,93,50,88,93,93,87,87,10000,10000
"America","ATG","icar",20,81,74,57,41,58,81,40,40,9972,4349
"America","ATG","glm",13,75,71,57,35,52,79,31,31,9972,4349
"America","ATG","rf",92,92,85,57,61,76,89,65,65,9972,4349
"America","BHS","icar",30,84,75,50,60,75,75,51,51,9976,9981
"America","BHS","glm",2,59,56,50,39,56,56,12,12,9976,9981
"America","BHS","rf",84,87,78,50,64,78,78,56,56,9976,9981
"America","BLZ","icar",37,87,79,50,65,79,79,57,57,9994,10000
"America","BLZ","glm",23,79,72,50,56,72,72,45,45,9994,10000
"America","BLZ","rf",82,85,76,50,62,76,76,53,53,9994,10000
"America","BOL","icar",44,89,82,50,69,82,82,63,63,49028,49028
"America","BOL","glm",19,78,71,50,55,71,71,42,42,49028,49028
"America","BOL","rf",83,87,79,50,65,79,79,58,58,49028,49028
"America","BRB","icar",2,63,71,66,20,33,81,15,15,9984,2785
"America","BRB","glm",1,59,67,66,14,25,79,4,4,9984,2785
"America","BRB","rf",87,89,87,66,54,70,92,61,61,9984,2785
"America","COL","icar",48,91,83,50,71,83,83,66,66,49997,50000
"America","COL","glm",32,85,78,50,64,78,78,56,56,49997,50000
"America","COL","rf",85,89,81,50,68,81,81,62,62,49997,50000
"America","CRI","icar",26,80,72,50,56,72,72,44,44,9995,9999
"America","CRI","glm",17,76,69,50,52,68,69,37,37,9995,9999
"America","CRI","rf",79,79,70,50,54,70,71,41,41,9995,9999
"America","CUB","icar",38,87,79,50,65,79,79,57,57,9984,9986
"America","CUB","glm",5,64,60,50,43,60,60,19,19,9984,9986
"America","CUB","rf",76,72,65,50,48,65,65,31,31,9984,9986
"America","DMA","icar",12,72,66,50,49,66,66,33,33,9979,9999
"America","DMA","glm",1,55,53,50,35,53,53,7,7,9979,9999
"America","DMA","rf",2,56,54,50,36,54,54,8,8,9979,9999
"America","DOM","icar",15,73,66,50,49,66,66,32,32,9996,9999
"America","DOM","glm",4,63,59,50,42,59,59,18,18,9996,9999
"America","DOM","rf",74,67,61,50,44,61,62,23,23,9996,9999
"America","ECU","icar",37,87,78,50,64,78,78,57,57,15659,15659
"America","ECU","glm",28,84,77,50,62,77,77,53,53,15659,15659
"America","ECU","rf",82,86,77,50,63,77,77,55,55,15659,15659
"America","GLP","icar",28,84,76,50,61,76,76,52,52,9981,9994
"America","GLP","glm",21,80,73,50,57,72,73,45,45,9981,9994
"America","GLP","rf",80,84,76,50,61,76,76,51,51,9981,9994
"America","GRD","icar",4,67,65,53,38,55,72,26,26,9932,6238
"America","GRD","glm",1,55,56,53,27,43,64,7,7,9932,6238
"America","GRD","rf",19,56,56,53,28,43,64,8,8,9932,6238
"America","GTM","icar",26,80,73,50,57,72,73,45,45,10000,10000
"America","GTM","glm",18,76,69,50,53,69,69,39,39,10000,10000
"America","GTM","rf",78,78,71,50,54,71,71,41,41,10000,10000
"America","GUF","icar",49,91,85,50,73,85,85,70,70,10000,9998
"America","GUF","glm",36,89,81,50,68,81,81,62,62,10000,9998
"America","GUF","rf",88,92,85,50,74,85,85,71,71,10000,9998
"America","GUY","icar",44,90,83,50,70,83,83,65,65,18747,18747
"America","GUY","glm",24,83,75,50,60,75,75,51,51,18747,18747
"America","GUY","rf",85,90,83,50,71,83,83,65,65,18747,18747
"America","HND","icar",15,72,65,50,48,65,66,31,31,9998,10000
"America","HND","glm",4,63,59,50,42,59,59,18,18,9998,10000
"America","HND","rf",73,62,58,50,41,58,59,17,17,9998,10000
"America","HTI","icar",20,77,71,50,54,70,71,41,41,9995,9988
"America","HTI","glm",1,58,56,50,39,56,56,12,12,9995,9988
"America","HTI","rf",30,55,53,50,36,53,54,7,7,9995,9988
"America","JAM","icar",16,76,69,50,53,69,69,38,38,9994,9997
"America","JAM","glm",8,68,62,50,45,62,62,24,24,9994,9997
"America","JAM","rf",76,75,67,50,51,67,68,35,35,9994,9997
"America","KNA","icar",9,78,89,85,21,34,94,28,28,9990,884
"America","KNA","glm",11,75,89,85,20,33,94,27,27,9990,884
"America","KNA","rf",87,90,94,85,43,60,96,56,56,9990,884
"America","LCA","icar",5,66,63,53,35,52,70,23,23,9990,6232
"America","LCA","glm",4,63,61,53,33,49,68,18,18,9990,6232
"America","LCA","rf",80,83,76,53,53,69,81,50,50,9990,6232
"America","MAF","icar",-78,87,97,96,8,14,98,12,12,9997,213
"America","MAF","glm",14,81,97,96,9,17,98,15,15,9997,213
"America","MAF","rf",91,94,98,96,33,50,99,49,48,9997,213
"America","MEX","icar",33,84,77,50,62,77,77,53,53,34003,34003
"America","MEX","glm",20,79,73,50,57,73,73,45,45,34003,34003
"America","MEX","rf",79,80,73,50,57,73,73,46,46,34003,34003
"America","MSR","icar",14,85,88,76,37,54,93,47,47,9975,1573
"America","MSR","glm",6,67,81,76,18,30,89,19,19,9975,1573
"America","MSR","rf",88,94,92,76,56,72,96,67,67,9975,1573
"America","MTQ","icar",22,80,72,50,56,72,72,44,44,9966,9944
"America","MTQ","glm",19,78,71,50,55,71,71,42,42,9966,9944
"America","MTQ","rf",82,86,77,50,63,78,77,55,55,9966,9944
"America","NIC","icar",22,79,72,50,56,71,72,43,43,9997,10000
"America","NIC","glm",6,66,62,50,45,62,62,24,24,9997,10000
"America","NIC","rf",76,71,65,50,48,65,65,29,29,9997,10000
"America","PAN","icar",28,81,73,50,58,73,74,47,47,9992,9999
"America","PAN","glm",19,76,70,50,53,69,70,39,39,9992,9999
"America","PAN","rf",79,79,71,50,55,71,71,42,42,9992,9999
"America","PER","icar",53,92,86,50,75,86,86,72,72,50000,50000
"America","PER","glm",40,90,83,50,71,83,83,66,66,50000,50000
"America","PER","rf",87,92,85,50,74,85,85,71,71,50000,50000
"America","PRI","icar",18,77,71,50,55,71,71,41,41,9997,9996
"America","PRI","glm",1,55,55,50,36,55,55,9,9,9997,9996
"America","PRI","rf",2,57,55,50,37,55,55,10,10,9997,9996
"America","PRY","icar",28,80,72,50,56,72,72,44,44,10000,10000
"America","PRY","glm",1,60,57,50,40,57,57,15,15,10000,10000
"America","PRY","rf",72,60,56,50,39,56,56,13,13,10000,10000
"America","SLV","icar",13,73,67,50,50,66,67,33,33,9996,9999
"America","SLV","glm",5,65,60,50,43,60,61,21,21,9996,9999
"America","SLV","rf",37,60,57,50,40,57,57,14,14,9996,9999
"America","SUR","icar",52,92,85,50,75,85,85,71,71,13755,13755
"America","SUR","glm",32,86,79,50,65,78,79,57,57,13755,13755
"America","SUR","rf",88,93,86,50,76,86,86,72,72,13755,13755
"America","SXM","icar",-8,76,99,98,13,22,99,21,21,9186,86
"America","SXM","glm",10,77,99,98,11,19,99,18,18,9186,86
"America","SXM","rf",89,80,99,98,20,33,99,32,32,9186,86
"America","TTO","icar",21,78,70,50,54,70,70,41,41,9996,9995
"America","TTO","glm",19,76,69,50,53,69,69,38,38,9996,9995
"America","TTO","rf",80,80,72,50,56,72,72,45,45,9996,9995
"America","VCT","icar",13,76,78,69,29,44,87,31,31,9952,2404
"America","VCT","glm",11,73,78,69,27,42,86,28,28,9952,2404
"America","VCT","rf",82,84,83,69,39,56,89,46,46,9952,2404
"America","VEN","icar",50,91,83,50,71,83,83,67,67,49402,49400
"America","VEN","glm",29,84,78,50,64,78,78,56,56,49402,49400
"America","VEN","rf",85,89,81,50,69,81,81,63,63,49402,49400
"America","VGB","icar",17,83,83,64,47,64,89,53,53,9958,3049
"America","VGB","glm",3,62,70,64,21,34,80,15,15,9958,3049
"America","VGB","rf",65,73,75,64,30,46,83,29,29,9958,3049
"America","VIR","icar",13,78,74,50,59,74,74,48,48,9945,9984
"America","VIR","glm",2,61,58,50,41,58,58,16,16,9945,9984
"America","VIR","rf",15,64,59,50,42,60,59,19,19,9945,9984
"Asia","AUS-QLD","icar",48,91,84,50,72,83,84,67,67,9994,9998
"Asia","AUS-QLD","glm",17,77,70,50,53,70,70,39,39,9994,9998
"Asia","AUS-QLD","rf",81,84,76,50,62,76,76,52,52,9994,9998
"Asia","BGD","icar",13,71,65,50,49,65,66,31,31,10000,10000
"Asia","BGD","glm",3,58,55,50,38,55,56,11,11,10000,10000
"Asia","BGD","rf",73,63,59,50,42,59,59,18,18,10000,10000
"Asia","BRN","icar",36,87,79,50,64,78,79,57,57,9988,9996
"Asia","BRN","glm",21,80,73,50,58,73,74,47,47,9988,9996
"Asia","BRN","rf",88,92,85,50,74,85,85,70,70,9988,9996
"Asia","BTN","icar",26,82,74,50,59,74,74,49,49,10000,10000
"Asia","BTN","glm",16,76,69,50,53,69,69,39,39,10000,10000
"Asia","BTN","rf",82,87,79,50,65,79,79,58,58,10000,10000
"Asia","FJI","icar",37,88,80,50,67,80,81,61,61,9992,9996
"Asia","FJI","glm",7,69,65,50,48,65,65,29,29,9992,9996
"Asia","FJI","rf",78,78,71,50,55,71,71,42,42,9992,9996
"Asia","IDN","icar",44,88,80,50,67,80,80,61,61,49967,49993
"Asia","IDN","glm",23,80,73,50,58,73,73,46,46,49967,49993
"Asia","IDN","rf",80,82,74,50,59,74,74,49,49,49967,49993
"Asia","IND-AND","icar",44,91,84,50,72,84,84,68,68,9970,9979
"Asia","IND-AND","glm",24,82,75,50,60,75,75,50,50,9970,9979
"Asia","IND-AND","rf",87,91,85,50,74,85,85,70,70,9970,9979
"Asia","IND-WEST","icar",30,83,75,50,60,75,75,51,51,10000,10000
"Asia","IND-WEST","glm",18,77,70,50,54,70,70,40,40,10000,10000
"Asia","IND-WEST","rf",80,82,75,50,59,75,75,49,49,10000,10000
"Asia","IND-EAST","icar",30,81,73,50,58,73,73,47,47,14915,14915
"Asia","IND-EAST","glm",21,77,69,50,53,69,69,38,38,14915,14915
"Asia","IND-EAST","rf",79,78,70,50,54,70,70,40,40,14915,14915
"Asia","KHM","icar",49,91,84,50,72,83,84,67,67,9996,9998
"Asia","KHM","glm",23,80,73,50,57,73,73,46,46,9996,9998
"Asia","KHM","rf",84,87,79,50,66,79,80,59,59,9996,9998
"Asia","LAO","icar",27,81,73,50,58,73,73,46,46,14667,14667
"Asia","LAO","glm",19,77,71,50,55,71,70,41,41,14667,14667
"Asia","LAO","rf",78,77,70,50,54,70,70,40,40,14667,14667
"Asia","LKA","icar",25,81,73,50,57,73,73,46,46,9999,9998
"Asia","LKA","glm",15,74,68,50,51,67,68,35,35,9999,9998
"Asia","LKA","rf",79,80,72,50,56,72,72,43,43,9999,9998
"Asia","MMR","icar",32,83,76,50,61,76,76,51,51,33726,33731
"Asia","MMR","glm",16,76,69,50,52,69,69,37,37,33726,33731
"Asia","MMR","rf",78,79,72,50,56,72,72,44,44,33726,33731
"Asia","MYS","icar",28,81,73,50,58,73,73,47,47,20271,20287
"Asia","MYS","glm",14,73,68,50,52,68,68,37,37,20271,20287
"Asia","MYS","rf",77,76,69,50,53,69,69,39,39,20271,20287
"Asia","NCL","icar",30,84,77,50,62,77,77,54,54,9979,9985
"Asia","NCL","glm",18,79,72,50,56,71,72,43,43,9979,9985
"Asia","NCL","rf",83,86,79,50,65,79,78,57,57,9979,9985
"Asia","PHL","icar",24,79,72,50,56,72,72,43,43,15024,15036
"Asia","PHL","glm",11,71,65,50,49,66,65,31,31,15024,15036
"Asia","PHL","rf",75,70,65,50,48,65,64,29,29,15024,15036
"Asia","PNG","icar",33,85,77,50,62,77,77,54,54,39603,39603
"Asia","PNG","glm",12,73,66,50,50,67,66,33,33,39603,39603
"Asia","PNG","rf",79,82,74,50,59,74,74,48,48,39603,39603
"Asia","SGP","icar",17,80,73,50,57,73,73,45,45,9912,9870
"Asia","SGP","glm",12,71,66,50,49,66,66,32,32,9912,9870
"Asia","SGP","rf",84,88,80,50,66,80,80,59,59,9912,9870
"Asia","SLB","icar",13,72,65,50,49,65,65,31,31,9941,9985
"Asia","SLB","glm",5,64,60,50,43,60,60,20,20,9941,9985
"Asia","SLB","rf",75,69,63,50,46,63,63,26,26,9941,9985
"Asia","THA","icar",45,89,82,50,69,82,82,63,63,12457,12460
"Asia","THA","glm",36,86,80,50,66,79,80,59,59,12457,12460
"Asia","THA","rf",84,89,81,50,68,81,81,62,62,12457,12460
"Asia","TLS","icar",16,75,68,50,52,68,68,37,37,9997,9997
"Asia","TLS","glm",11,71,66,50,49,65,66,31,31,9997,9997
"Asia","TLS","rf",77,76,69,50,52,69,69,37,37,9997,9997
"Asia","VNM","icar",37,86,78,50,64,78,78,56,56,11045,11047
"Asia","VNM","glm",22,80,73,50,57,73,73,46,46,11045,11047
"Asia","VNM","rf",80,82,74,50,59,74,74,48,48,11045,11047
"Asia","VUT","icar",38,88,81,50,67,80,81,61,61,9983,9985
"Asia","VUT","glm",8,69,64,50,47,64,64,28,28,9983,9985
"Asia","VUT","rf",80,82,74,50,58,74,74,48,48,9983,9985
"Brazil","BRA-AC","icar",51,92,85,50,73,85,85,69,69,13406,13406
"Brazil","BRA-AC","glm",44,90,83,50,71,83,83,66,66,13406,13406
"Brazil","BRA-AC","rf",87,91,84,50,72,84,84,68,68,13406,13406
"Brazil","BRA-AL","icar",13,74,67,50,51,67,67,34,34,9999,10000
"Brazil","BRA-AL","glm",8,69,64,50,47,64,64,27,27,9999,10000
"Brazil","BRA-AL","rf",75,71,65,50,48,65,65,30,30,9999,10000
"Brazil","BRA-AM","icar",66,95,90,50,82,90,90,80,80,50000,49999
"Brazil","BRA-AM","glm",38,89,82,50,69,82,82,63,63,50000,49999
"Brazil","BRA-AM","rf",91,95,90,50,82,90,90,80,80,50000,49999
"Brazil","BRA-AP","icar",56,93,87,50,77,87,87,75,75,11699,11698
"Brazil","BRA-AP","glm",43,90,84,50,72,84,84,68,68,11699,11698
"Brazil","BRA-AP","rf",89,93,88,50,78,87,88,75,75,11699,11698
"Brazil","BRA-BA","icar",22,78,70,50,54,70,70,41,41,10000,10000
"Brazil","BRA-BA","glm",8,70,64,50,47,64,64,28,28,10000,10000
"Brazil","BRA-BA","rf",53,64,61,50,43,61,61,21,21,10000,10000
"Brazil","BRA-CE","icar",16,75,68,50,52,68,68,36,36,10000,10000
"Brazil","BRA-CE","glm",9,70,64,50,47,64,64,28,28,10000,10000
"Brazil","BRA-CE","rf",77,75,69,50,53,69,69,38,38,10000,10000
"Brazil","BRA-ES","icar",20,78,71,50,55,71,71,41,41,10000,9999
"Brazil","BRA-ES","glm",13,74,67,50,51,67,67,34,34,10000,9999
"Brazil","BRA-ES","rf",76,72,66,50,49,66,66,32,32,10000,9999
"Brazil","BRA-GO","icar",20,74,68,50,51,68,68,36,36,10000,10000
"Brazil","BRA-GO","glm",4,65,60,50,43,60,60,21,21,10000,10000
"Brazil","BRA-GO","rf",72,61,57,50,40,57,58,15,15,10000,10000
"Brazil","BRA-MA","icar",14,70,64,50,47,64,64,28,28,11606,11609
"Brazil","BRA-MA","glm",6,65,61,50,43,60,61,21,21,11606,11609
"Brazil","BRA-MA","rf",73,63,59,50,41,59,59,18,18,11606,11609
"Brazil","BRA-MG","icar",17,72,67,50,50,66,67,33,33,10000,10000
"Brazil","BRA-MG","glm",6,66,61,50,44,61,61,22,22,10000,10000
"Brazil","BRA-MG","rf",54,61,58,50,40,58,58,15,15,10000,10000
"Brazil","BRA-MS","icar",34,83,75,50,60,75,75,50,50,10000,10000
"Brazil","BRA-MS","glm",9,68,63,50,46,63,63,26,26,10000,10000
"Brazil","BRA-MS","rf",75,68,62,50,45,62,62,24,24,10000,10000
"Brazil","BRA-MT","icar",39,86,78,50,64,78,78,56,56,39738,39738
"Brazil","BRA-MT","glm",13,74,67,50,51,68,67,35,35,39738,39738
"Brazil","BRA-MT","rf",78,77,69,50,53,69,69,39,39,39738,39738
"Brazil","BRA-PA","icar",51,90,83,50,71,83,83,66,66,49999,50000
"Brazil","BRA-PA","glm",35,87,79,50,66,79,79,59,59,49999,50000
"Brazil","BRA-PA","rf",85,89,82,50,69,82,81,63,63,49999,50000
"Brazil","BRA-PB","icar",16,75,67,50,51,67,67,35,35,9995,10000
"Brazil","BRA-PB","glm",8,71,65,50,48,65,65,29,29,9995,10000
"Brazil","BRA-PB","rf",77,76,69,50,52,69,69,38,38,9995,10000
"Brazil","BRA-PE","icar",15,73,66,50,50,66,67,33,33,9998,10000
"Brazil","BRA-PE","glm",9,70,64,50,47,64,64,28,28,9998,10000
"Brazil","BRA-PE","rf",76,73,67,50,50,66,67,33,33,9998,10000
"Brazil","BRA-PI","icar",20,75,68,50,52,68,68,36,36,10000,10000
"Brazil","BRA-PI","glm",5,65,61,50,44,61,61,22,22,10000,10000
"Brazil","BRA-PI","rf",74,67,62,50,45,62,62,24,24,10000,10000
"Brazil","BRA-PR","icar",25,79,71,50,55,71,71,42,42,9998,10000
"Brazil","BRA-PR","glm",8,67,61,50,44,61,62,23,23,9998,10000
"Brazil","BRA-PR","rf",57,63,59,50,41,59,59,18,18,9998,10000
"Brazil","BRA-RJ","icar",21,78,70,50,54,70,70,41,41,9996,10000
"Brazil","BRA-RJ","glm",14,73,66,50,49,66,66,32,32,9996,10000
"Brazil","BRA-RJ","rf",78,78,70,50,53,70,70,39,39,9996,10000
"Brazil","BRA-RN","icar",25,81,73,50,57,73,73,46,46,9998,10000
"Brazil","BRA-RN","glm",11,73,67,50,50,67,67,34,34,9998,10000
"Brazil","BRA-RN","rf",80,81,73,50,58,73,74,47,47,9998,10000
"Brazil","BRA-RO","icar",44,89,81,50,68,81,81,62,62,14162,14162
"Brazil","BRA-RO","glm",28,83,75,50,60,75,75,51,51,14162,14162
"Brazil","BRA-RO","rf",82,85,77,50,63,77,77,54,54,14162,14162
"Brazil","BRA-RR","icar",56,93,86,50,76,86,86,73,73,16417,16417
"Brazil","BRA-RR","glm",34,86,80,50,66,80,80,60,60,16417,16417
"Brazil","BRA-RR","rf",88,92,85,50,74,85,85,70,70,16417,16417
"Brazil","BRA-RS","icar",26,80,72,50,56,72,72,45,45,10000,10000
"Brazil","BRA-RS","glm",9,70,65,50,48,65,65,30,30,10000,10000
"Brazil","BRA-RS","rf",74,68,63,50,45,62,63,25,25,10000,10000
"Brazil","BRA-SC","icar",19,76,69,50,52,69,69,38,38,10000,10000
"Brazil","BRA-SC","glm",10,69,63,50,46,63,64,27,27,10000,10000
"Brazil","BRA-SC","rf",75,69,63,50,46,63,63,27,27,10000,10000
"Brazil","BRA-SE","icar",11,70,64,50,47,64,65,29,29,9994,10000
"Brazil","BRA-SE","glm",3,62,59,50,41,59,59,18,18,9994,10000
"Brazil","BRA-SE","rf",69,59,57,50,40,57,57,14,14,9994,10000
"Brazil","BRA-SP","icar",42,88,80,50,66,80,80,60,60,9996,10000
"Brazil","BRA-SP","glm",23,81,73,50,58,73,73,47,47,9996,10000
"Brazil","BRA-SP","rf",80,81,73,50,57,72,73,45,45,9996,10000
"Brazil","BRA-TO","icar",16,71,65,50,48,65,65,29,29,10000,10000
"Brazil","BRA-TO","glm",2,58,55,50,38,55,56,11,11,10000,10000
"Brazil","BRA-TO","rf",73,61,57,50,40,57,57,14,14,10000,10000
